Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1787.4986928514004,OUT049
FDW14,1787.4986928514004,OUT017
NCN55,543.9546557736145,OUT010
FDQ58,1791.3193135451702,OUT017
FDY38,5860.675672854878,OUT027
FDH56,1787.4986928514004,OUT046
FDL48,774.7451958053705,OUT018
FDC48,2746.7626429319143,OUT027
FDN33,1787.4986928514004,OUT045
FDA36,1791.3193135451702,OUT017
FDT44,1787.4986928514004,OUT017
FDQ56,1787.4986928514004,OUT045
NCC54,543.9546557736145,OUT019
FDU11,1787.4986928514004,OUT049
DRL59,857.5218166104056,OUT013
FDM24,2584.238964489658,OUT049
FDI57,3571.635539529643,OUT045
DRC12,2610.1402280959796,OUT018
NCM42,2746.7626429319143,OUT027
FDA46,543.9546557736145,OUT010
FDA31,2608.316137066463,OUT013
NCJ31,4052.1368739186996,OUT035
FDG52,776.4079392956096,OUT046
NCL19,338.0894330501906,OUT019
FDS10,2610.639153680614,OUT035
FDX22,543.9546557736145,OUT010
NCF19,775.5612403898505,OUT035
NCE06,1241.319434643433,OUT046
DRC27,2616.5346662011893,OUT046
FDE21,2478.7199924626534,OUT035
NCR42,123.18191803628314,OUT019
FDX51,2610.1402280959796,OUT018
NCR06,691.5381702805967,OUT018
FDU31,5860.675672854878,OUT027
FDU59,3299.650112610822,OUT017
FDR03,5860.675672854878,OUT027
FDS49,2746.7626429319143,OUT027
FDD48,279.8703042355493,OUT010
NCF18,3547.3648223813675,OUT017
NCD43,1330.4923346573598,OUT027
NCD54,2511.6298834884465,OUT018
FDY19,311.86660779131967,OUT010
NCY54,3389.5004266077317,OUT017
NCL19,2570.136032524893,OUT018
FDP23,543.9546557736145,OUT010
FDC26,1316.6120308942625,OUT013
FDR14,123.18191803628314,OUT010
NCS41,1791.3193135451702,OUT035
FDF41,4065.9928723343155,OUT035
FDU34,2489.5864483310097,OUT046
DRH11,950.950429706628,OUT046
FDM03,1787.4986928514004,OUT013
FDS31,2610.639153680614,OUT017
FDJ20,1787.4986928514004,OUT017
FDV44,4099.14814275295,OUT027
FDG02,1791.3193135451702,OUT049
FDA09,3387.3337978905724,OUT013
FDT04,736.5452802586944,OUT013
FDL58,543.9546557736145,OUT019
FDE52,3252.35495986799,OUT045
FDW12,1791.3193135451702,OUT035
FDL51,2613.1216253656294,OUT017
NCY42,4099.14814275295,OUT027
FDR07,1215.3486124390683,OUT017
FDN40,2584.238964489658,OUT045
FDB35,2746.7626429319143,OUT027
FDA22,3252.6420605921944,OUT017
NCL06,2616.5346662011893,OUT046
FDI35,3401.607690394125,OUT013
NCW42,2616.5346662011893,OUT045
NCX06,2610.639153680614,OUT049
FDC37,2746.7626429319143,OUT027
FDZ14,2475.7385951930037,OUT018
DRG49,4023.02581092662,OUT049
NCG06,4202.318168265654,OUT045
DRC36,3380.386045425209,OUT045
FDV21,287.2974705264317,OUT019
FDB53,3287.217287266953,OUT046
DRP47,543.9546557736145,OUT019
FDA14,1315.6525903945947,OUT013
DRC24,3309.709217909347,OUT035
FDW21,1787.4986928514004,OUT018
NCH29,1787.4986928514004,OUT046
FDU58,2613.1216253656294,OUT013
FDY27,2608.316137066463,OUT017
FDV56,1180.9200741961258,OUT035
FDT59,4045.681400749776,OUT046
FDB23,4007.6235989706997,OUT046
FDR49,772.9539562731303,OUT045
FDB03,543.9546557736145,OUT010
FDN39,2595.145983868021,OUT045
FDX02,5860.675672854878,OUT027
FDQ16,4099.14814275295,OUT027
FDU35,1787.4986928514004,OUT018
NCT29,1787.4986928514004,OUT013
FDZ27,776.4079392956096,OUT046
FDN57,2502.0309727792333,OUT017
FDA03,2570.136032524893,OUT018
FDZ36,3506.959399378356,OUT045
NCU05,1309.8727723050706,OUT013
FDT39,2579.288441393898,OUT018
FDK60,1787.4986928514004,OUT017
FDZ25,2599.5884304329857,OUT017
FDG12,2478.7199924626534,OUT046
DRB01,444.6783814296417,OUT019
NCC43,4099.14814275295,OUT027
FDX13,543.9546557736145,OUT019
FDM22,883.717973655271,OUT049
FDJ03,831.1840403861949,OUT027
FDU14,4048.649872284776,OUT018
FDB33,397.6236396003198,OUT010
FDP27,2613.1216253656294,OUT046
FDO38,201.02159423145878,OUT010
FDE28,4099.14814275295,OUT027
FDO27,1787.4986928514004,OUT035
DRL23,2746.7626429319143,OUT027
FDS28,943.2355949940528,OUT046
FDX24,1787.4986928514004,OUT013
FDZ02,1180.9200741961258,OUT035
FDL46,1179.960633696458,OUT045
FDS60,4099.14814275295,OUT027
NCO06,688.1744493541366,OUT017
FDO16,1787.4986928514004,OUT035
FDC60,1226.7385035285117,OUT049
FDA48,3809.416077779807,OUT018
FDZ36,5860.675672854878,OUT027
FDK27,1787.4986928514004,OUT045
FDW23,688.8675510335046,OUT018
FDM14,2475.7385951930037,OUT018
FDM14,2478.7199924626534,OUT013
FDW60,3347.498135197251,OUT018
FDE21,2478.7199924626534,OUT013
NCM42,1787.4986928514004,OUT035
FDY59,210.31610340449816,OUT010
DRI49,1787.4986928514004,OUT049
FDT28,359.1658075881211,OUT019
FDQ22,691.5381702805967,OUT018
FDR60,1180.0401512416117,OUT049
FDC50,253.3865872623114,OUT019
FDV24,1791.3193135451702,OUT013
DRF48,446.79829090784386,OUT010
FDQ47,691.7615212570258,OUT046
DRN36,1787.4986928514004,OUT049
NCY06,2492.4185604811582,OUT035
FDE52,3252.35495986799,OUT035
NCB54,1787.4986928514004,OUT045
NCF31,1791.3193135451702,OUT035
FDJ08,4099.14814275295,OUT027
NCC07,1787.4986928514004,OUT017
NCD19,1010.2043932950334,OUT027
FDL46,1189.4038239299357,OUT049
FDM20,4156.230314467823,OUT045
NCI06,543.9546557736145,OUT010
DRM11,4264.047490681178,OUT035
NCH07,2583.3046111080052,OUT018
FDS23,1787.4986928514004,OUT013
FDO49,774.7451958053705,OUT018
FDS35,1171.3726461463773,OUT049
DRK39,1787.4986928514004,OUT045
DRI39,939.111278181554,OUT049
FDV04,1791.3193135451702,OUT017
NCN14,1791.3193135451702,OUT035
FDH08,4023.2769215423614,OUT013
FDS20,2613.1216253656294,OUT046
FDV40,1180.0401512416117,OUT049
FDZ48,275.1578003433092,OUT010
FDS24,1362.9134573814963,OUT027
FDK44,2608.316137066463,OUT049
FDS48,1791.3193135451702,OUT045
FDK26,543.9546557736145,OUT010
FDD23,3516.442504427494,OUT045
NCH54,1791.3193135451702,OUT017
NCP14,311.380900563504,OUT010
FDM60,123.18191803628314,OUT010
FDV24,1791.3193135451702,OUT017
FDH08,3942.553738620907,OUT018
FDS12,2746.7626429319143,OUT027
FDR39,5860.675672854878,OUT027
FDP12,746.5376223476113,OUT027
DRF60,5860.675672854878,OUT027
FDC09,1206.1580055880686,OUT035
FDF50,3450.332473004542,OUT018
FDG28,2616.5346662011893,OUT035
NCE19,934.1173285405098,OUT017
NCM53,272.0965526216937,OUT010
NCN18,2478.7199924626534,OUT049
FDF32,1791.3193135451702,OUT035
FDF11,4111.468771287071,OUT013
DRI59,4001.9888725965907,OUT049
NCG54,3365.030785292599,OUT035
FDM44,1241.319434643433,OUT046
FDT57,3992.486718935597,OUT018
FDV24,1791.3193135451702,OUT046
FDI50,543.9546557736145,OUT019
FDS09,782.5853175273535,OUT035
NCC31,2746.7626429319143,OUT027
FDQ07,543.9546557736145,OUT019
FDC22,2613.1216253656294,OUT017
FDZ56,2599.5884304329857,OUT046
FDZ40,123.18191803628314,OUT019
FDS46,2746.7626429319143,OUT027
DRD24,1787.4986928514004,OUT045
FDV45,3527.715710334567,OUT017
FDL26,3255.694530311542,OUT045
FDA56,2475.7385951930037,OUT018
FDN27,1787.4986928514004,OUT046
FDM20,4077.896360426006,OUT049
FDO16,1787.4986928514004,OUT017
FDL03,2613.1216253656294,OUT035
FDE58,2478.7199924626534,OUT046
FDI02,2746.7626429319143,OUT027
NCC55,123.18191803628314,OUT019
FDR03,3688.203126704691,OUT018
FDB14,1787.4986928514004,OUT017
FDR45,4109.795468227058,OUT013
NCN07,1787.4986928514004,OUT017
FDM51,256.3271614399231,OUT019
FDT52,5860.675672854878,OUT027
FDL26,3261.369280584001,OUT046
NCZ42,4088.5561748890814,OUT046
DRI47,358.66863916287986,OUT019
FDW40,2508.8284795112563,OUT013
FDN34,3362.8710246639007,OUT046
FDS01,2608.316137066463,OUT035
NCG55,2478.7199924626534,OUT045
FDC11,1787.4986928514004,OUT035
FDX35,3887.3192381903414,OUT018
NCB06,2586.2860083776545,OUT046
FDR09,543.9546557736145,OUT019
FDC53,1215.3486124390683,OUT017
FDY45,4160.7857462612565,OUT013
FDA22,543.9546557736145,OUT010
FDE02,1787.4986928514004,OUT035
FDW21,1787.4986928514004,OUT045
FDV34,1191.5430689390657,OUT046
FDS59,1787.4986928514004,OUT049
NCW17,3305.0201777961956,OUT017
NCK54,1787.4986928514004,OUT046
FDG17,543.9546557736145,OUT019
FDG35,1791.3193135451702,OUT017
FDD08,123.18191803628314,OUT010
NCO07,2613.1216253656294,OUT017
FDJ10,338.23865504948685,OUT010
FDW36,1179.3112281804363,OUT017
FDW21,256.0302388492768,OUT010
FDY19,2478.7199924626534,OUT017
DRE03,821.1916982972781,OUT013
NCC55,692.4546229363937,OUT049
FDH52,162.2027032327449,OUT010
FDO09,4244.421846156621,OUT017
FDU43,2616.5346662011893,OUT045
FDX09,543.9546557736145,OUT010
FDH40,207.20853627542928,OUT019
FDW58,1787.4986928514004,OUT017
FDC47,3974.226563929784,OUT017
NCR41,1787.4986928514004,OUT035
DRG49,4099.78819216396,OUT035
FDC52,2746.7626429319143,OUT027
FDY13,1195.8077010250477,OUT046
FDY35,744.1901520548655,OUT013
FDI35,3471.1921273957983,OUT017
NCU18,2508.8284795112563,OUT049
FDY33,3214.388496263292,OUT018
FDC15,2746.7626429319143,OUT027
FDU01,3515.2339186358863,OUT049
NCU42,3357.715309990205,OUT046
NCV29,1791.3193135451702,OUT018
NCY30,2613.1216253656294,OUT017
FDQ46,1787.4986928514004,OUT049
FDG58,2746.7626429319143,OUT027
FDK33,3893.745633275491,OUT017
NCD07,1179.960633696458,OUT045
NCX29,2746.7626429319143,OUT027
NCT42,1791.3193135451702,OUT013
DRN59,772.9539562731303,OUT035
FDI44,1787.4986928514004,OUT035
FDA45,2608.316137066463,OUT049
FDP31,1163.4470216858406,OUT045
FDY01,1787.4986928514004,OUT046
FDT09,2494.15062800016,OUT018
DRH03,1330.4923346573598,OUT027
FDA36,1791.3193135451702,OUT018
NCF31,1791.3193135451702,OUT017
FDG14,3302.4554370146566,OUT049
FDG28,4099.14814275295,OUT027
FDU14,4127.462694730178,OUT049
FDY47,315.19627615744645,OUT019
FDI56,1787.4986928514004,OUT049
DRD01,1021.0851616046897,OUT013
FDM22,934.3409035175371,OUT046
FDH33,739.2158995057865,OUT013
DRZ24,2478.7199924626534,OUT013
NCQ38,1205.1713737133716,OUT046
FDO16,2746.7626429319143,OUT027
FDU07,2746.7626429319143,OUT027
NCB07,3480.1193526578263,OUT013
FDU48,1219.465240850877,OUT045
NCM43,2595.145983868021,OUT045
FDR31,340.69689753470686,OUT010
DRK49,691.5381702805967,OUT018
NCI30,467.23491188352205,OUT010
DRD60,2610.639153680614,OUT017
NCG19,2616.5346662011893,OUT046
FDH12,1221.3327672121693,OUT035
FDM32,1179.960633696458,OUT035
FDM27,2584.238964489658,OUT035
NCU53,2746.7626429319143,OUT027
NCQ18,2478.7199924626534,OUT046
FDS10,2610.639153680614,OUT013
FDB33,4099.14814275295,OUT027
FDI12,1311.6151364774591,OUT013
NCW42,2616.5346662011893,OUT013
NCC06,3238.919832392565,OUT018
FDW02,2492.4185604811582,OUT017
NCD43,1177.3801027820534,OUT017
FDM57,1180.8726141379157,OUT018
FDA58,2616.5346662011893,OUT017
FDK56,2613.1216253656294,OUT046
FDP52,4052.0964077012454,OUT045
FDW20,1787.4986928514004,OUT018
FDS52,1787.4986928514004,OUT049
NCT29,1787.4986928514004,OUT018
NCL54,3292.1567036757133,OUT013
FDC05,2613.1216253656294,OUT045
FDF34,2613.1216253656294,OUT035
FDP03,2746.7626429319143,OUT027
FDD32,206.91161368478305,OUT010
FDZ10,1787.4986928514004,OUT045
FDZ40,925.1673943328017,OUT035
FDD51,695.667644125174,OUT018
NCY30,465.11500240531996,OUT019
FDP58,2616.5346662011893,OUT017
FDV49,4257.136673976319,OUT017
FDY24,123.18191803628314,OUT019
NCO55,1215.3486124390683,OUT017
FDR13,1215.3486124390683,OUT017
FDS51,1071.7341137368232,OUT017
FDP26,1179.960633696458,OUT045
NCB54,2746.7626429319143,OUT027
FDF32,1791.3193135451702,OUT017
FDN31,2610.1402280959796,OUT018
DRM48,688.1744493541366,OUT017
FDN20,3318.3062062590852,OUT049
DRL01,3999.4459258117236,OUT046
FDV56,1190.3632644296038,OUT049
DRH13,1366.950911298632,OUT027
FDA03,2573.1174297945427,OUT017
FDF47,4099.14814275295,OUT027
FDX32,1791.3193135451702,OUT046
FDX57,1787.4986928514004,OUT049
NCA30,2613.1216253656294,OUT045
FDO49,822.4229250305605,OUT013
FDL04,256.3195313175874,OUT019
DRM48,690.9148223512668,OUT035
FDR16,3844.4997118696033,OUT013
NCC19,3468.274567865787,OUT018
NCE42,4139.593061791656,OUT045
FDY24,928.7721141735746,OUT017
FDH19,2608.316137066463,OUT049
FDJ46,3253.6710531068265,OUT013
FDN45,543.9546557736145,OUT010
FDY08,1787.4986928514004,OUT035
FDZ37,1175.9231797793225,OUT035
NCT30,775.5612403898505,OUT045
DRY23,691.5381702805967,OUT018
NCZ30,1787.4986928514004,OUT018
FDC44,2475.7385951930037,OUT018
FDB45,1206.1580055880686,OUT035
FDY04,2588.5082173866667,OUT013
FDM27,2586.2860083776545,OUT046
FDZ43,4085.394986692908,OUT017
FDT39,361.91687149042195,OUT019
NCC06,543.9546557736145,OUT019
FDL15,1371.864468173071,OUT027
FDL57,4230.074955455513,OUT017
FDU08,1787.4986928514004,OUT046
FDK40,4299.742912441562,OUT017
FDQ12,467.23491188352205,OUT010
FDS48,1791.3193135451702,OUT017
FDP09,3896.069006716803,OUT045
FDW21,1787.4986928514004,OUT049
FDY25,3424.9109278710507,OUT035
DRE13,1787.4986928514004,OUT017
FDV43,123.18191803628314,OUT019
FDD22,3310.392321398449,OUT045
FDM46,254.10346792232485,OUT019
NCO30,466.60543150445466,OUT010
FDM25,2608.316137066463,OUT046
NCN41,1230.775957445647,OUT049
FDU24,1787.4986928514004,OUT045
FDZ50,3498.3385345758743,OUT046
FDP45,4117.442917209066,OUT013
NCM54,2492.4185604811582,OUT045
FDW10,543.9546557736145,OUT019
FDP20,1177.3801027820534,OUT017
FDK32,3266.026390151063,OUT046
FDN52,1787.4986928514004,OUT049
FDM58,2478.7199924626534,OUT045
FDZ46,2746.7626429319143,OUT027
NCA18,1185.6807473287242,OUT018
FDD35,2478.7199924626534,OUT046
NCK31,776.7924671231328,OUT035
FDI40,2746.7626429319143,OUT027
FDT50,254.40139530349154,OUT019
NCT06,1791.3193135451702,OUT046
FDT31,2613.1216253656294,OUT035
FDT45,883.717973655271,OUT049
FDT13,2613.1216253656294,OUT045
FDO50,1787.4986928514004,OUT045
NCU18,336.38396424457517,OUT010
NCR54,2613.1216253656294,OUT049
NCO18,3357.986336290148,OUT018
FDU09,2478.7199924626534,OUT045
FDT13,2610.1402280959796,OUT018
FDE09,1199.9473011277219,OUT046
