Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1631.6348232682546,OUT049
FDW14,1616.2434966951853,OUT017
NCN55,543.1537846143302,OUT010
FDQ58,2035.423268093396,OUT017
FDY38,5882.681538405948,OUT027
FDH56,1666.2535420923316,OUT046
FDL48,776.6011222859333,OUT018
FDC48,2756.104029260657,OUT027
FDN33,1617.4309271199706,OUT045
FDA36,2041.5854511160558,OUT017
FDT44,1683.8839704124987,OUT017
FDQ56,1616.2434966951853,OUT045
NCC54,543.1537846143302,OUT019
FDU11,1811.5203707955284,OUT049
DRL59,905.2518450174995,OUT013
FDM24,2638.674679176583,OUT049
FDI57,3595.442288981836,OUT045
DRC12,2686.1226895712916,OUT018
NCM42,2756.104029260657,OUT027
FDA46,543.1537846143302,OUT010
FDA31,2688.1553826538793,OUT013
NCJ31,4035.1342198461602,OUT035
FDG52,810.5906826440203,OUT046
NCL19,339.541337087741,OUT019
FDS10,2707.9537251817587,OUT035
FDX22,543.1537846143302,OUT010
NCF19,762.6545357049056,OUT035
NCE06,1292.3424174523361,OUT046
DRC27,2760.9871025907523,OUT046
FDE21,2232.280975716997,OUT035
NCR42,123.79554473501081,OUT019
FDX51,2693.202547663576,OUT018
NCR06,626.9820968776255,OUT018
FDU31,5882.681538405948,OUT027
FDU59,3280.1175725033245,OUT017
FDR03,5882.681538405948,OUT027
FDS49,2756.104029260657,OUT027
FDD48,280.3784372210409,OUT010
NCF18,3614.1910477095616,OUT017
NCD43,1376.7762269613013,OUT027
NCD54,2393.8083206931715,OUT018
FDY19,314.3343106036645,OUT010
NCY54,3397.5984810408645,OUT017
NCL19,2558.5032634741215,OUT018
FDP23,543.1537846143302,OUT010
FDC26,1354.8968016651356,OUT013
FDR14,123.79554473501081,OUT010
NCS41,2041.5854511160558,OUT035
FDF41,4051.9700365116955,OUT035
FDU34,2294.13637494569,OUT046
DRH11,959.9391136621582,OUT046
FDM03,1631.6348232682546,OUT013
FDS31,2711.370777415298,OUT017
FDJ20,1811.5203707955284,OUT017
FDV44,4101.034438722199,OUT027
FDG02,2041.5854511160558,OUT049
FDA09,3408.4154604589858,OUT013
FDT04,771.9636070158195,OUT013
FDL58,543.1537846143302,OUT019
FDE52,3228.5341656869846,OUT045
FDW12,2025.8587263240008,OUT035
FDL51,2745.9933347494716,OUT017
NCY42,4101.034438722199,OUT027
FDR07,1266.7174655699318,OUT017
FDN40,2637.7910943420975,OUT045
FDB35,2756.104029260657,OUT027
FDA22,3234.729937591074,OUT017
NCL06,2756.932678281386,OUT046
FDI35,3426.1069277260417,OUT013
NCW42,2752.3957500432653,OUT045
NCX06,2713.090416803349,OUT049
FDC37,2756.104029260657,OUT027
FDZ14,2253.3584616104586,OUT018
DRG49,4079.289614960031,OUT049
NCG06,4221.073835539774,OUT045
DRC36,3364.5873865270114,OUT045
FDV21,288.36898818259453,OUT019
FDB53,3246.9043324521813,OUT046
DRP47,543.1537846143302,OUT019
FDA14,1351.1383684463983,OUT013
DRC24,3260.6057806213703,OUT035
FDW21,1621.8394017568426,OUT018
NCH29,1617.4309271199706,OUT046
FDU58,2727.661954186612,OUT013
FDY27,2695.8485994712705,OUT017
FDV56,1194.3108780830005,OUT035
FDT59,4037.1615234223177,OUT046
FDB23,4027.603453567471,OUT046
FDR49,761.7497271658809,OUT045
FDB03,543.1537846143302,OUT010
FDN39,2664.9091503230356,OUT045
FDX02,5882.681538405948,OUT027
FDQ16,4101.034438722199,OUT027
FDU35,1618.591442758539,OUT018
NCT29,1811.5203707955284,OUT013
FDZ27,810.8032844460703,OUT046
FDN57,2364.2058757287127,OUT017
FDA03,2561.954484143485,OUT018
FDZ36,3535.430628406362,OUT045
NCU05,1339.1414776854583,OUT013
FDT39,2592.108165575998,OUT018
FDK60,1617.4309271199706,OUT017
FDZ25,2670.494692587029,OUT017
FDG12,2271.0014731578894,OUT046
DRB01,446.6635949619207,OUT019
NCC43,4101.034438722199,OUT027
FDX13,543.1537846143302,OUT019
FDM22,883.31335291359,OUT049
FDJ03,909.8441871367395,OUT027
FDU14,3981.3358971912253,OUT018
FDB33,402.7803010298845,OUT010
FDP27,2740.098026411647,OUT046
FDO38,202.6227322756332,OUT010
FDE28,4101.034438722199,OUT027
FDO27,1617.4309271199706,OUT035
DRL23,2756.104029260657,OUT027
FDS28,955.3549489399167,OUT046
FDX24,1617.4309271199706,OUT013
FDZ02,1190.4378460882178,OUT035
FDL46,1194.6007008119268,OUT045
FDS60,4101.034438722199,OUT027
NCO06,610.6363149338885,OUT017
FDO16,1616.2434966951853,OUT035
FDC60,1274.897963874134,OUT049
FDA48,3723.550885377516,OUT018
FDZ36,5882.681538405948,OUT027
FDK27,1795.9424750919175,OUT045
FDW23,620.2517490408655,OUT018
FDM14,2219.7001838286933,OUT018
FDM14,2229.4008121494744,OUT013
FDW60,3324.8968153860314,OUT018
FDE21,2236.727375019607,OUT013
NCM42,1631.6348232682546,OUT035
FDY59,211.49281878463574,OUT010
DRI49,1616.2434966951853,OUT049
FDT28,354.5460896694897,OUT019
FDQ22,621.6310768146966,OUT018
FDR60,1166.2609109459254,OUT049
FDC50,256.199036636787,OUT019
FDV24,2029.3481725685083,OUT013
DRF48,447.9848401661893,OUT010
FDQ47,661.1595566169843,OUT046
DRN36,1617.4309271199706,OUT049
NCY06,2301.9821726246746,OUT035
FDE52,3229.917785909909,OUT035
NCB54,1959.210435143015,OUT045
NCF31,2029.3481725685083,OUT035
FDJ08,4101.034438722199,OUT027
NCC07,1631.6348232682546,OUT017
NCD19,1091.5504299315585,OUT027
FDL46,1214.0478129336525,OUT049
FDM20,4209.437618436079,OUT045
NCI06,543.1537846143302,OUT010
DRM11,4349.703353755277,OUT035
NCH07,2603.8806507021495,OUT018
FDS23,1977.9865452973934,OUT013
FDO49,774.2663557807845,OUT018
FDS35,1115.3841149686796,OUT049
DRK39,1616.2434966951853,OUT045
DRI39,927.662844109629,OUT049
FDV04,2038.2481826668807,OUT017
NCN14,2041.5854511160558,OUT035
FDH08,3969.965628567481,OUT013
FDS20,2730.583001145486,OUT046
FDV40,1143.9760364836668,OUT049
FDZ48,274.2416132402066,OUT010
FDS24,1423.389957540077,OUT027
FDK44,2689.0826176857286,OUT049
FDS48,2029.3481725685083,OUT045
FDK26,543.1537846143302,OUT010
FDD23,3519.257436153063,OUT045
NCH54,2039.8950684281092,OUT017
NCP14,315.5338609437109,OUT010
FDM60,123.79554473501081,OUT010
FDV24,2029.3481725685083,OUT017
FDH08,3850.1951468188886,OUT018
FDS12,2756.104029260657,OUT027
FDR39,5882.681538405948,OUT027
FDP12,774.9150320439875,OUT027
DRF60,5882.681538405948,OUT027
FDC09,1234.9080051571082,OUT035
FDF50,3391.434627422549,OUT018
FDG28,2750.427403767868,OUT035
NCE19,883.7047018145909,OUT017
NCM53,272.82049092926303,OUT010
NCN18,2215.76346030857,OUT049
FDF32,2041.5854511160558,OUT035
FDF11,4145.140659935104,OUT013
DRI59,3997.7996821637657,OUT049
NCG54,3351.953798118313,OUT035
FDM44,1283.6732024769806,OUT046
FDT57,3947.633675398471,OUT018
FDV24,2029.3481725685083,OUT046
FDI50,543.1537846143302,OUT019
FDS09,769.4456729040543,OUT035
NCC31,2756.104029260657,OUT027
